city,year,month,lat,lon,records,avg_temp,avg_temp_max,avg_temp_min,avg_temp_range,avg_apparent_temp,avg_apparent_gap,avg_humidity,total_precipitation,avg_precipitation,rainy_days,heavy_rain_days,avg_wind,avg_wind_gust,windy_days,gusty_days,avg_sunshine_hour,sunny_days,low_sunshine_days,avg_shortwave,hot_days,extreme_hot_days,cold_days,freezing_days,avg_pm25,avg_pm10,avg_co,avg_no2,avg_so2,avg_ozone,avg_dust,good_air_days,polluted_days,dusty_days,ozone_high_days,climate_comfort_index,air_quality_score,tourism_comfort_index,pollution_index,summer_escape_index,winter_retirement_index
三亚,2016,11,18.2528,109.5119,30,24.826666666666664,27.256666666666668,22.996666666666666,4.260000000000001,26.986666666666668,2.1600000000000006,81.46666666666667,48.9,1.63,17,0,21.033333333333335,37.11333333333334,3,3,10.09086361111111,28,0,14.423666666666666,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,77.60125689766032,,,,,
三亚,2016,12,18.2528,109.5119,31,22.57741935483871,25.193548387096776,20.506451612903227,4.687096774193548,22.990322580645163,0.4129032258064516,76.58064516129032,13.899999999999999,0.4483870967741935,6,0,23.27741935483871,40.145161290322584,4,4,8.887442204301076,25,3,12.406774193548388,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,81.98967505339489,,,,,86.48398182339274
三亚,2017,1,18.2528,109.5119,31,22.483870967741936,25.5,20.480645161290322,5.019354838709678,22.990322580645163,0.5064516129032258,77.2258064516129,10.6,0.3419354838709677,10,0,24.306451612903224,50.906451612903226,3,18,9.637786021505375,26,1,15.173225806451613,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,83.38156044447933,,,,,86.69118599329529
三亚,2017,2,18.2528,109.5119,28,21.460714285714285,24.667857142857144,19.103571428571428,5.564285714285715,21.728571428571428,0.2678571428571433,76.17857142857143,6.5,0.23214285714285715,6,0,22.150000000000002,46.478571428571435,2,11,9.662418253968253,24,0,17.01642857142857,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,83.23936373830955,,,,,86.39845244886887
三亚,2017,3,18.2528,109.5119,31,24.041935483870965,26.61935483870968,22.125806451612902,4.493548387096775,26.858064516129033,2.8161290322580648,83.87096774193549,36.8,1.1870967741935483,22,0,17.370967741935484,38.980645161290326,1,4,10.344507078853047,28,1,19.058709677419355,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,77.69141410915988,,,,,
三亚,2017,4,18.2528,109.5119,30,26.016666666666666,28.540000000000003,23.996666666666666,4.543333333333334,30.073333333333334,4.056666666666667,82.53333333333333,52.6,1.7533333333333334,20,0,16.7,38.77333333333333,1,5,11.394899074074074,29,0,21.429,2,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,72.50691952683674,,,,,
三亚,2017,5,18.2528,109.5119,31,27.60967741935484,29.838709677419356,25.787096774193547,4.051612903225807,33.15161290322581,5.541935483870968,84.70967741935483,121.1,3.9064516129032256,27,0,13.983870967741936,32.5258064516129,0,0,10.912105376344085,27,0,20.416774193548385,10,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,67.69494508559225,,,,,
三亚,2017,6,18.2528,109.5119,30,28.83,30.56,27.14,3.42,34.68333333333333,5.8533333333333335,84.0,182.8,6.093333333333334,29,1,17.61,39.43333333333333,0,3,11.508834907407408,28,0,21.832333333333334,23,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,64.16104996656281,,,,36.743065975183775,
三亚,2017,7,18.2528,109.5119,31,27.629032258064516,29.44193548387097,26.029032258064515,3.4129032258064513,33.01935483870968,5.390322580645161,86.93548387096774,367.3,11.848387096774195,30,2,18.80322580645161,42.26774193548387,2,6,8.91482159498208,25,4,17.561612903225804,9,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,66.67003891876405,,,,42.369188165107374,
三亚,2017,8,18.2528,109.5119,31,28.62258064516129,30.312903225806455,27.051612903225806,3.261290322580645,34.34193548387097,5.719354838709678,84.38709677419355,161.5,5.209677419354839,28,0,17.674193548387095,39.58064516129032,0,3,10.18821917562724,26,3,20.048387096774192,22,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,64.82911202558415,,,,37.17002257136268,
三亚,2017,9,18.2528,109.5119,30,28.316666666666666,30.166666666666668,26.526666666666664,3.64,34.15333333333333,5.836666666666667,85.0,261.4,8.713333333333333,30,2,17.603333333333335,39.92333333333333,2,2,9.886115185185185,26,2,19.30933333333333,20,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,65.43789215550109,,,,,
