city,year,lat,lon,records,avg_temp,avg_temp_max,avg_temp_min,avg_temp_range,avg_apparent_temp,avg_apparent_gap,avg_humidity,total_precipitation,avg_precipitation,rainy_days,heavy_rain_days,avg_wind,avg_wind_gust,windy_days,gusty_days,avg_sunshine_hour,sunny_days,low_sunshine_days,avg_shortwave,hot_days,extreme_hot_days,cold_days,freezing_days,avg_pm25,avg_pm10,avg_co,avg_no2,avg_so2,avg_ozone,avg_dust,good_air_days,polluted_days,dusty_days,ozone_high_days,climate_comfort_index,air_quality_score,tourism_comfort_index,pollution_index,summer_escape_index,winter_retirement_index,city_type
乌鲁木齐,2025,43.8256,87.6168,365,8.912602739726028,13.79205479452055,4.061095890410959,9.73095890410959,5.920547945205479,-2.992054794520548,55.72876712328768,277.3,0.7597260273972603,97,0,14.242465753424655,33.267671232876715,9,33,9.19052121004566,269,21,15.413561643835616,75,16,146,113,65.9101598173516,332.16227168949774,636.5950913242009,36.50429223744292,17.11304794520548,57.21917808219178,522.5310502283105,46.0,107.0,281.0,30.0,65.10192335657294,83.3839618659835,70.58653490939611,16.61603813401651,59.14666649501704,52.31430009297584,北方大陆四季型
北京,2016,39.9042,116.4074,366,12.722131147540985,18.668852459016392,7.223497267759563,11.44535519125683,11.037704918032787,-1.6844262295081966,53.90710382513661,674.8,1.8437158469945356,89,4,13.139617486338798,28.9948087431694,0,9,9.482832103825135,293,31,15.410491803278688,86,10,129,73,,,,,,,,0.0,0.0,0.0,0.0,67.05246417800183,,,,49.18967456825016,51.774025172296966,北方大陆四季型
北京,2017,39.9042,116.4074,365,13.225205479452054,18.945479452054798,8.08904109589041,10.856438356164384,11.144383561643837,-2.080821917808219,51.38630136986301,694.8,1.903561643835616,94,9,18.47068493150685,33.302191780821914,26,32,9.280261293759514,291,34,15.224575342465752,71,20,119,61,,,,,,,,0.0,0.0,0.0,0.0,66.0277994863071,,,,50.72513564100064,52.49575130083174,北方大陆四季型
北京,2018,39.9042,116.4074,365,12.850410958904108,18.58027397260274,7.704931506849316,10.875342465753423,10.775342465753424,-2.075068493150685,49.0958904109589,562.9,1.5421917808219177,90,6,18.329315068493152,32.71287671232877,24,27,8.845726704718418,278,30,14.322109589041094,82,23,125,70,,,,,,,,0.0,0.0,0.0,0.0,65.49401178587048,,,,45.44699020220034,47.08282911423469,北方大陆四季型
北京,2019,39.9042,116.4074,365,13.452054794520548,19.44027397260274,7.949041095890411,11.49123287671233,11.09972602739726,-2.3523287671232875,47.21369863013699,495.0,1.356164383561644,82,3,18.90493150684932,33.77342465753424,27,40,9.016154703196348,289,29,14.716876712328768,100,16,118,66,,,,,,,,0.0,0.0,0.0,0.0,66.6950445500101,,,,50.274732439653256,49.56685236960239,北方大陆四季型
北京,2020,39.9042,116.4074,366,13.11912568306011,18.972404371584695,7.89016393442623,11.08224043715847,10.805464480874315,-2.3136612021857927,50.66666666666666,523.0,1.4289617486338797,100,4,18.3896174863388,33.039071038251365,20,33,8.98147972070431,289,25,14.607704918032788,79,11,114,58,,,,,,,,0.0,0.0,0.0,0.0,66.95010205828225,,,,50.02206294341792,52.082724099803634,北方大陆四季型
北京,2021,39.9042,116.4074,365,12.702191780821918,18.12027397260274,7.84,10.28027397260274,10.8213698630137,-1.8808219178082195,57.106849315068494,834.4,2.286027397260274,120,6,17.79342465753425,32.16849315068493,25,37,8.377539802130897,262,42,13.698054794520548,51,4,112,49,,,,,,,,0.0,0.0,0.0,0.0,66.4232217296269,,,,52.0854179280116,52.612980168402345,北方大陆四季型
北京,2022,39.9042,116.4074,365,12.6427397260274,18.452876712328766,7.503287671232877,10.94958904109589,10.49150684931507,-2.1512328767123288,51.66301369863014,609.2,1.6690410958904112,90,7,18.26630136986301,31.48657534246576,28,31,8.619785273972603,265,33,13.944,75,13,117,79,,,,,,,,0.0,0.0,0.0,0.0,66.39888035954243,,,,50.992040951470194,47.42748935721063,北方大陆四季型
北京,2023,39.9042,116.4074,365,13.43972602739726,19.311780821917807,8.154246575342466,11.157534246575343,11.377534246575342,-2.062191780821918,52.05205479452055,640.6,1.755068493150685,84,7,18.470410958904107,31.93068493150685,21,28,8.679638120243531,280,40,13.94295890410959,78,31,121,63,72.64947488584475,107.096301369863,1279.779794520548,64.52146118721461,64.92199771689498,34.66152968036529,7.644063926940638,73.0,136.0,89.0,8.0,66.3690246428703,84.7206992250207,71.87452701751542,15.279300774979305,48.09613390944276,57.93283158655615,北方大陆四季型
北京,2024,39.9042,116.4074,366,13.750819672131149,19.180601092896172,8.804098360655738,10.376502732240438,12.060382513661205,-1.6904371584699456,54.53825136612022,726.5,1.9849726775956285,107,6,17.080054644808744,30.551366120218574,20,24,8.523426343351549,266,35,13.741693989071038,81,23,105,48,81.8640368852459,114.91840846994536,1203.0439435336975,53.43201275045537,60.48629326047359,37.17497723132969,8.27561475409836,44.0,167.0,87.0,13.0,67.27184431748447,84.31172187766457,72.38380758553849,15.688278122335433,46.76821910461935,59.74155763245811,北方大陆四季型
北京,2025,39.9042,116.4074,365,14.407671232876712,19.11616438356164,9.841643835616438,9.274520547945205,12.976164383561644,-1.4315068493150684,49.26027397260274,711.0,1.947945205479452,111,8,12.907671232876712,31.984931506849318,2,36,8.528004794520548,259,28,13.85627397260274,84,18,98,36,83.41103881278539,96.5308789954338,1390.0269406392692,57.68663242009133,61.24158675799087,41.03036529680365,22.6898401826484,40.0,171.0,163.0,19.0,66.76751220068489,83.7687713122467,71.86788993415342,16.231228687753305,45.2942124520731,60.17640745493404,北方大陆四季型
南京,2016,32.0603,118.7969,366,16.465846994535518,20.777595628415305,12.645628415300546,8.131967213114754,16.507377049180327,0.0415300546448087,76.41803278688525,1980.7,5.411748633879782,172,23,15.052185792349729,31.422131147540984,2,17,7.223482877959927,203,87,13.374234972677597,66,10,45,5,,,,,,,,0.0,0.0,0.0,0.0,68.81258851866578,,,,43.19015816241404,67.41513188626813,湿润宜居综合型
南京,2017,32.0603,118.7969,365,16.497260273972604,20.69890410958904,12.71041095890411,7.988493150684932,16.357808219178082,-0.1394520547945206,73.37260273972603,1162.0,3.1835616438356165,160,9,15.964109589041096,31.56739726027397,6,14,7.689266347031963,217,78,14.19772602739726,59,10,34,1,,,,,,,,0.0,0.0,0.0,0.0,69.10521850924827,,,,43.57131970445753,69.37920002050592,湿润宜居综合型
南京,2018,32.0603,118.7969,365,16.258356164383564,20.456986301369863,12.505479452054796,7.951506849315069,16.22931506849315,-0.0290410958904109,76.05753424657534,1133.8,3.1063013698630138,195,7,16.07178082191781,31.481917808219176,6,15,7.492078242009132,211,81,13.76309589041096,69,1,43,19,,,,,,,,0.0,0.0,0.0,0.0,68.49562217726424,,,,42.752380717066096,61.89517008031498,湿润宜居综合型
南京,2019,32.0603,118.7969,365,16.54027397260274,20.912876712328767,12.59041095890411,8.322465753424657,16.246301369863012,-0.2939726027397261,72.9013698630137,707.3,1.937808219178082,159,4,15.312876712328766,30.13945205479452,5,13,7.503582739726027,212,73,13.927671232876714,59,6,30,0,,,,,,,,0.0,0.0,0.0,0.0,70.49410816192672,,,,46.17136220470488,66.55325229526228,湿润宜居综合型
南京,2020,32.0603,118.7969,366,16.504371584699456,20.59672131147541,12.85409836065574,7.742622950819673,16.383879781420767,-0.1204918032786885,74.98360655737704,1395.5,3.8128415300546448,184,15,15.667486338797817,31.391803278688524,4,12,7.018692835458409,195,91,13.1972131147541,60,1,26,2,,,,,,,,0.0,0.0,0.0,0.0,69.52596224357788,,,,43.903537116244586,67.83839635352359,湿润宜居综合型
南京,2021,32.0603,118.7969,365,17.031232876712327,21.48109589041096,13.146849315068494,8.334246575342465,17.04849315068493,0.0172602739726027,73.92602739726027,1173.6,3.2153424657534244,167,12,16.263835616438357,31.774520547945208,7,19,7.578433873668189,219,76,14.068,82,0,33,7,,,,,,,,0.0,0.0,0.0,0.0,69.49382762125366,,,,43.27339679583178,69.43339124468659,湿润宜居综合型
南京,2022,32.0603,118.7969,365,17.01835616438356,21.534794520547944,12.947671232876711,8.587123287671233,16.775068493150684,-0.2432876712328767,70.76438356164384,933.6,2.5578082191780824,161,11,16.612054794520546,31.55260273972603,4,16,7.653692869101979,218,77,14.582027397260273,89,30,42,1,,,,,,,,0.0,0.0,0.0,0.0,69.46519225085767,,,,38.95187614205575,65.422589558388,湿润宜居综合型
南京,2023,32.0603,118.7969,365,16.76931506849315,21.33041095890411,12.86986301369863,8.460547945205478,16.687671232876713,-0.0816438356164383,72.57534246575342,1292.9,3.542191780821918,164,12,16.277534246575343,30.79808219178082,2,9,7.408482427701674,217,80,14.213342465753424,81,1,42,7,46.70780821917808,69.17626712328767,772.7912100456622,55.54694063926941,47.58634703196347,36.223515981735154,2.838127853881278,124.0,33.0,29.0,11.0,70.03811052008507,88.87309755093722,75.68860662934071,11.126902449062776,42.22481125713899,71.8211243065472,湿润宜居综合型
