city,year,season,lat,lon,records,avg_temp,avg_temp_max,avg_temp_min,avg_temp_range,avg_apparent_temp,avg_apparent_gap,avg_humidity,total_precipitation,avg_precipitation,rainy_days,heavy_rain_days,avg_wind,avg_wind_gust,windy_days,gusty_days,avg_sunshine_hour,sunny_days,low_sunshine_days,avg_shortwave,hot_days,extreme_hot_days,cold_days,freezing_days,avg_pm25,avg_pm10,avg_co,avg_no2,avg_so2,avg_ozone,avg_dust,good_air_days,polluted_days,dusty_days,ozone_high_days,climate_comfort_index,air_quality_score,tourism_comfort_index,pollution_index,summer_escape_index,winter_retirement_index,city_type
三亚,2018,夏季,18.2528,109.5119,92,27.972826086956523,29.61521739130435,26.51086956521739,3.104347826086957,33.21195652173913,5.239130434782608,85.97826086956522,1068.0,11.608695652173912,91,12,20.55434782608696,45.69021739130435,12,31,8.293101358695653,57,18,17.566847826086956,43,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,65.81419782341953,,,,39.97875821418702,,滨海暖冬度假型
三亚,2018,冬季,18.2528,109.5119,90,21.7,24.66555555555556,19.506666666666664,5.158888888888889,22.04888888888889,0.3488888888888891,76.34444444444445,14.4,0.16,21,0,22.75555555555556,47.3,10,33,9.14112225308642,72,5,15.255888888888888,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,81.30763740681225,,,,,86.10435720277486,滨海暖冬度假型
三亚,2019,秋季,18.2528,109.5119,91,26.284615384615385,29.026373626373623,24.068131868131868,4.958241758241758,29.32747252747253,3.0428571428571427,77.72527472527473,205.7,2.2604395604395604,64,2,21.096703296703296,45.24175824175824,12,32,10.32315637973138,84,3,18.575054945054944,24,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,74.5635842471123,,,,,,滨海暖冬度假型
三亚,2019,春季,18.2528,109.5119,92,27.143478260869564,29.43260869565217,25.319565217391304,4.113043478260869,32.1445652173913,5.001086956521739,84.6304347826087,185.8,2.019565217391305,69,1,15.33695652173913,35.52391304347826,0,4,11.02878300120773,89,0,20.691739130434783,41,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,69.27488795680553,,,,,,滨海暖冬度假型
三亚,2019,夏季,18.2528,109.5119,92,28.975,30.664130434782606,27.428260869565214,3.235869565217392,34.96304347826087,5.988043478260869,84.42391304347827,412.3,4.481521739130435,89,1,18.867391304347827,42.33152173913044,4,21,10.48031083937198,74,4,20.81445652173913,70,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,63.84537235649504,,,,35.68165746398768,,滨海暖冬度假型
三亚,2019,冬季,18.2528,109.5119,90,22.84777777777778,25.90111111111111,20.564444444444444,5.336666666666666,23.91333333333333,1.065555555555556,76.34444444444445,61.1,0.6788888888888889,35,0,20.96555555555556,44.824444444444445,2,32,10.225061296296296,86,0,16.675444444444445,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,81.71725049999054,,,,,87.889636432366,滨海暖冬度假型
三亚,2020,秋季,18.2528,109.5119,91,26.224175824175827,28.42967032967033,24.46923076923077,3.960439560439561,29.507692307692302,3.283516483516484,81.7032967032967,730.1,8.023076923076923,70,8,22.17032967032967,47.21868131868131,21,41,8.780016483516484,66,11,15.95131868131868,21,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,72.87849072396536,,,,,,滨海暖冬度假型
三亚,2020,春季,18.2528,109.5119,92,26.710869565217397,29.331521739130437,24.686956521739127,4.644565217391304,30.76413043478261,4.053260869565217,80.95652173913044,85.8,0.932608695652174,60,0,17.402173913043477,39.90978260869565,3,12,11.156891243961352,87,0,20.90043478260869,31,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,71.79482686002477,,,,,,滨海暖冬度假型
三亚,2020,夏季,18.2528,109.5119,92,28.830434782608695,30.59021739130435,27.25,3.340217391304348,34.80652173913043,5.97608695652174,83.55434782608695,579.4,6.297826086956522,88,5,15.355434782608697,35.4195652173913,1,5,10.802518810386474,77,4,20.94836956521739,75,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,64.53464535648087,,,,35.84873744820213,,滨海暖冬度假型
三亚,2020,冬季,18.2528,109.5119,91,21.924175824175823,24.912087912087912,19.71648351648352,5.195604395604396,22.36043956043956,0.4362637362637362,76.01098901098901,84.7,0.9307692307692308,28,1,21.83076923076923,45.86483516483516,6,28,9.710462698412698,81,3,16.054725274725275,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,83.15167147282885,,,,,86.83927396006219,滨海暖冬度假型
三亚,2021,秋季,18.2528,109.5119,91,26.07362637362637,28.51868131868132,24.14395604395604,4.374725274725275,29.24065934065934,3.167032967032967,80.34065934065934,498.1,5.473626373626374,56,6,20.78131868131868,43.71648351648352,7,24,9.403033943833943,73,9,17.145604395604394,13,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,74.0916790419361,,,,,,滨海暖冬度假型
三亚,2021,春季,18.2528,109.5119,92,26.546739130434784,28.95434782608696,24.655434782608697,4.298913043478261,30.507608695652173,3.960869565217392,81.90217391304348,113.6,1.2347826086956522,66,0,17.319565217391304,39.18260869565218,0,8,11.70237702294686,91,0,21.68228260869565,31,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,71.47344775354316,,,,,,滨海暖冬度假型
三亚,2021,夏季,18.2528,109.5119,92,29.00869565217392,30.73586956521739,27.36413043478261,3.3717391304347823,34.69456521739131,5.685869565217391,82.78260869565217,383.0,4.163043478260869,85,2,19.014130434782608,43.14782608695652,11,22,11.239804106280197,88,3,21.81663043478261,74,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,64.14998143579754,,,,36.35325574415358,,滨海暖冬度假型
三亚,2021,冬季,18.2528,109.5119,90,20.934444444444445,24.245555555555555,18.30111111111111,5.944444444444445,20.92333333333333,-0.0111111111111109,73.11111111111111,190.9,2.1211111111111114,25,3,21.41555555555556,44.73777777777778,9,31,9.541340895061728,77,3,16.535888888888888,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,83.93034031226884,,,,,86.46497841406085,滨海暖冬度假型
三亚,2022,秋季,18.2528,109.5119,91,26.225274725274726,28.751648351648356,24.20769230769231,4.543956043956044,29.727472527472525,3.502197802197802,81.10989010989012,496.7,5.458241758241758,69,6,19.774725274725277,39.86593406593407,7,15,9.24205122100122,71,8,17.326593406593407,22,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,73.49983506108815,,,,,,滨海暖冬度假型
三亚,2022,春季,18.2528,109.5119,92,25.458695652173912,27.922826086956523,23.333695652173912,4.589130434782609,29.096739130434784,3.638043478260869,82.83695652173913,270.7,2.942391304347826,65,3,17.47826086956522,37.02065217391304,0,6,10.086588888888889,77,4,20.015434782608697,11,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,74.20089133559705,,,,,,滨海暖冬度假型
三亚,2022,夏季,18.2528,109.5119,92,28.593478260869563,30.51086956521739,26.63586956521739,3.875,34.42717391304348,5.833695652173914,83.65217391304348,675.3000000000001,7.340217391304349,84,5,16.398913043478263,35.31086956521739,3,7,10.455740549516907,76,4,21.557717391304347,71,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,65.29423284922288,,,,36.65535816943413,,滨海暖冬度假型
