time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,relative_humidity_2m_mean,precipitation_sum,rain_sum,wind_speed_10m_max,wind_gusts_10m_max,sunshine_duration,shortwave_radiation_sum,city,lat,lon,year,month,day,season,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,dust
2020-09-23,30.4,26.4,28.5,37.7,32.6,34.7,84,0.3,0.3,10.3,26.3,40049.52,20.8,三亚,18.2528,109.5119,2020,9,23,autumn,,,,,,,
2020-09-24,30.1,25.9,28.1,37.2,32.6,34.6,86,0.4,0.4,9.2,23.8,39600.0,20.97,三亚,18.2528,109.5119,2020,9,24,autumn,,,,,,,
2020-09-25,29.8,26.0,27.9,37.2,32.4,34.3,87,0.4,0.4,11.0,27.4,37595.11,19.8,三亚,18.2528,109.5119,2020,9,25,autumn,,,,,,,
2020-09-26,30.1,26.2,28.3,37.1,32.5,34.4,84,0.7,0.7,8.3,22.3,39600.0,21.06,三亚,18.2528,109.5119,2020,9,26,autumn,,,,,,,
2020-09-27,29.2,26.6,27.7,35.6,31.9,33.0,87,3.7,3.7,17.2,34.9,38494.91,17.23,三亚,18.2528,109.5119,2020,9,27,autumn,,,,,,,
2020-09-28,29.6,25.9,27.6,35.6,31.1,33.0,87,15.2,15.2,13.0,31.0,34035.67,17.01,三亚,18.2528,109.5119,2020,9,28,autumn,,,,,,,
2020-09-29,29.1,26.5,27.2,35.1,32.0,33.0,91,12.7,12.7,13.4,28.4,2318.08,8.31,三亚,18.2528,109.5119,2020,9,29,autumn,,,,,,,
2020-09-30,30.6,25.8,28.1,38.7,32.0,34.6,86,3.2,3.2,11.5,25.9,39600.0,20.3,三亚,18.2528,109.5119,2020,9,30,autumn,,,,,,,
2020-10-01,29.0,26.5,27.7,34.2,32.0,33.0,86,1.6,1.6,14.6,31.3,38359.52,15.02,三亚,18.2528,109.5119,2020,10,1,autumn,,,,,,,
2020-10-02,29.2,26.4,27.7,35.2,31.3,32.9,87,3.0,3.0,16.6,34.9,33601.81,16.07,三亚,18.2528,109.5119,2020,10,2,autumn,,,,,,,
2020-10-03,28.7,26.0,27.1,34.6,30.3,32.1,89,11.0,11.0,18.2,38.9,13760.9,11.9,三亚,18.2528,109.5119,2020,10,3,autumn,,,,,,,
2020-10-04,29.7,25.7,27.6,37.0,30.9,33.1,87,10.2,10.2,14.7,32.4,39059.32,18.25,三亚,18.2528,109.5119,2020,10,4,autumn,,,,,,,
2020-10-05,30.9,25.9,28.0,35.6,30.6,32.4,80,0.1,0.1,25.0,52.2,39600.0,21.46,三亚,18.2528,109.5119,2020,10,5,autumn,,,,,,,
2020-10-06,30.0,25.7,27.4,32.4,28.2,30.0,82,3.6,3.6,32.9,65.9,39600.0,17.49,三亚,18.2528,109.5119,2020,10,6,autumn,,,,,,,
2020-10-07,28.0,25.3,26.3,29.8,26.3,27.7,86,12.9,12.9,37.2,74.2,16329.59,9.07,三亚,18.2528,109.5119,2020,10,7,autumn,,,,,,,
2020-10-08,28.7,25.2,26.5,29.8,25.5,27.1,79,3.6,3.6,38.9,78.8,39600.0,18.79,三亚,18.2528,109.5119,2020,10,8,autumn,,,,,,,
2020-10-09,29.2,25.1,26.4,30.2,24.5,26.8,75,0.3,0.3,35.9,74.9,36593.69,19.07,三亚,18.2528,109.5119,2020,10,9,autumn,,,,,,,
2020-10-10,30.2,24.8,26.7,31.8,25.3,28.1,71,0.0,0.0,26.8,55.1,39600.0,18.59,三亚,18.2528,109.5119,2020,10,10,autumn,,,,,,,
2020-10-11,25.8,24.7,25.3,29.9,25.6,27.3,82,50.1,50.1,30.7,59.4,0.0,3.42,三亚,18.2528,109.5119,2020,10,11,autumn,,,,,,,
2020-10-12,29.6,24.7,26.6,31.4,26.2,28.3,79,6.7,6.7,31.0,63.0,25217.52,13.15,三亚,18.2528,109.5119,2020,10,12,autumn,,,,,,,
2020-10-13,28.4,24.4,26.2,32.2,27.0,29.0,77,36.0,36.0,25.9,50.4,10509.74,7.74,三亚,18.2528,109.5119,2020,10,13,autumn,,,,,,,
2020-10-14,27.7,25.0,26.1,33.1,28.8,31.1,90,19.5,19.5,14.8,38.5,11993.43,9.33,三亚,18.2528,109.5119,2020,10,14,autumn,,,,,,,
2020-10-15,28.3,25.3,26.3,31.2,27.4,28.9,89,57.4,57.4,33.0,66.6,31434.41,13.89,三亚,18.2528,109.5119,2020,10,15,autumn,,,,,,,
2020-10-16,28.5,25.2,26.3,30.0,26.1,27.6,88,14.2,14.2,41.4,83.9,24322.88,13.69,三亚,18.2528,109.5119,2020,10,16,autumn,,,,,,,
2020-10-17,27.5,25.1,25.8,27.7,25.1,26.0,87,39.2,39.2,43.3,86.8,22032.04,10.33,三亚,18.2528,109.5119,2020,10,17,autumn,,,,,,,
2020-10-18,26.2,25.1,25.4,27.3,25.0,26.2,92,66.0,66.0,40.2,83.9,4213.98,8.3,三亚,18.2528,109.5119,2020,10,18,autumn,,,,,,,
2020-10-19,25.1,24.6,24.9,26.4,24.5,25.5,89,67.8,67.8,40.3,79.6,0.0,2.54,三亚,18.2528,109.5119,2020,10,19,autumn,,,,,,,
2020-10-20,28.4,24.3,26.0,30.3,24.8,26.9,78,0.6,0.6,32.2,66.6,39600.0,18.72,三亚,18.2528,109.5119,2020,10,20,autumn,,,,,,,
2020-10-21,28.1,22.4,25.1,33.4,22.9,27.7,74,0.0,0.0,22.9,46.4,39600.0,20.82,三亚,18.2528,109.5119,2020,10,21,autumn,,,,,,,
2020-10-22,28.2,20.6,23.8,32.3,22.9,25.9,71,0.0,0.0,18.7,38.5,35654.23,20.11,三亚,18.2528,109.5119,2020,10,22,autumn,,,,,,,
2020-10-23,27.3,21.8,24.4,31.2,23.2,26.2,67,0.0,0.0,16.8,35.6,36568.13,18.85,三亚,18.2528,109.5119,2020,10,23,autumn,,,,,,,
2020-10-24,26.4,22.0,23.6,27.8,23.6,25.3,70,12.9,12.9,11.8,45.4,12896.11,9.14,三亚,18.2528,109.5119,2020,10,24,autumn,,,,,,,
2020-10-25,27.0,22.4,25.0,29.4,21.1,26.1,84,15.9,15.9,43.5,90.0,26851.93,11.53,三亚,18.2528,109.5119,2020,10,25,autumn,,,,,,,
2020-10-26,27.6,23.8,25.3,30.4,27.3,28.7,87,6.2,6.2,24.0,52.6,32400.0,13.19,三亚,18.2528,109.5119,2020,10,26,autumn,,,,,,,
2020-10-27,29.6,22.0,25.7,31.4,24.8,27.6,71,0.7,0.7,22.7,47.2,32400.0,17.43,三亚,18.2528,109.5119,2020,10,27,autumn,,,,,,,
2020-10-28,26.1,23.2,25.1,25.7,23.0,24.7,87,38.7,38.7,50.2,99.7,5107.7,7.15,三亚,18.2528,109.5119,2020,10,28,autumn,,,,,,,
2020-10-29,27.7,25.0,26.0,30.5,25.1,27.9,90,17.4,17.4,43.1,85.3,35033.39,15.33,三亚,18.2528,109.5119,2020,10,29,autumn,,,,,,,
2020-10-30,27.1,24.8,25.7,30.2,26.4,27.7,87,2.6,2.6,29.0,58.7,36825.44,14.68,三亚,18.2528,109.5119,2020,10,30,autumn,,,,,,,
2020-10-31,27.8,24.3,25.6,29.2,25.4,26.7,78,0.0,0.0,30.4,63.0,39600.0,18.77,三亚,18.2528,109.5119,2020,10,31,autumn,,,,,,,
2020-11-01,27.8,23.0,24.8,29.2,23.4,25.9,73,0.0,0.0,25.8,53.3,39600.0,20.17,三亚,18.2528,109.5119,2020,11,1,autumn,,,,,,,
2020-11-02,28.2,21.5,24.7,30.8,23.2,27.3,75,0.0,0.0,18.5,38.9,38654.74,17.95,三亚,18.2528,109.5119,2020,11,2,autumn,,,,,,,
2020-11-03,28.6,22.6,25.0,30.9,24.2,27.2,72,0.0,0.0,16.8,36.4,39600.0,18.12,三亚,18.2528,109.5119,2020,11,3,autumn,,,,,,,
2020-11-04,27.5,22.2,24.4,28.8,23.0,25.6,72,0.0,0.0,24.2,50.0,37117.58,16.56,三亚,18.2528,109.5119,2020,11,4,autumn,,,,,,,
2020-11-05,25.7,22.9,24.0,27.0,23.8,25.0,75,4.1,4.1,26.0,52.6,5121.37,7.6,三亚,18.2528,109.5119,2020,11,5,autumn,,,,,,,
2020-11-06,27.3,23.5,24.9,28.9,24.7,26.2,79,0.1,0.1,26.6,56.9,36000.0,16.38,三亚,18.2528,109.5119,2020,11,6,autumn,,,,,,,
2020-11-07,27.7,21.2,24.3,32.7,24.0,27.7,79,0.0,0.0,11.1,26.3,39337.91,19.4,三亚,18.2528,109.5119,2020,11,7,autumn,,,,,,,
2020-11-08,29.1,21.7,25.0,31.5,23.7,26.9,69,0.0,0.0,16.8,36.0,39600.0,18.15,三亚,18.2528,109.5119,2020,11,8,autumn,,,,,,,
2020-11-09,27.9,22.9,24.8,28.2,21.6,24.5,62,0.8,0.8,25.0,51.8,28533.65,15.73,三亚,18.2528,109.5119,2020,11,9,autumn,,,,,,,
2020-11-10,26.4,22.5,23.7,25.9,21.1,22.7,69,1.2,1.2,30.1,61.6,33718.68,14.83,三亚,18.2528,109.5119,2020,11,10,autumn,,,,,,,
2020-11-11,25.8,22.6,23.8,25.5,21.5,23.2,76,1.3,1.3,39.9,78.8,27617.78,11.93,三亚,18.2528,109.5119,2020,11,11,autumn,,,,,,,
2020-11-12,27.5,21.2,23.8,28.8,22.1,24.6,71,0.0,0.0,23.0,47.5,39600.0,18.91,三亚,18.2528,109.5119,2020,11,12,autumn,,,,,,,
2020-11-13,27.9,19.0,23.5,30.7,19.4,24.4,62,0.0,0.0,16.7,34.6,39600.0,19.29,三亚,18.2528,109.5119,2020,11,13,autumn,,,,,,,
2020-11-14,25.2,22.4,23.7,25.3,21.9,23.1,76,23.1,23.1,45.6,93.6,11487.62,7.48,三亚,18.2528,109.5119,2020,11,14,autumn,,,,,,,
2020-11-15,25.9,24.2,24.9,27.6,23.6,26.0,91,39.1,39.1,45.1,91.4,6872.43,7.21,三亚,18.2528,109.5119,2020,11,15,autumn,,,,,,,
2020-11-16,26.8,23.6,25.0,28.9,25.5,26.9,87,3.9,3.9,26.5,54.4,39600.0,16.65,三亚,18.2528,109.5119,2020,11,16,autumn,,,,,,,
2020-11-17,27.6,22.6,24.7,31.7,24.6,27.7,84,0.0,0.0,16.6,35.3,38055.03,17.96,三亚,18.2528,109.5119,2020,11,17,autumn,,,,,,,
2020-11-18,27.5,23.6,25.2,32.1,26.8,29.1,88,0.0,0.0,15.9,35.6,39600.0,16.51,三亚,18.2528,109.5119,2020,11,18,autumn,,,,,,,
2020-11-19,27.7,23.4,25.2,32.8,27.4,29.9,90,0.0,0.0,13.0,29.9,39600.0,17.14,三亚,18.2528,109.5119,2020,11,19,autumn,,,,,,,
2020-11-20,27.9,23.2,25.2,32.6,27.1,29.7,89,0.0,0.0,11.0,25.9,39600.0,17.43,三亚,18.2528,109.5119,2020,11,20,autumn,,,,,,,
2020-11-21,27.7,23.5,25.3,31.8,27.3,29.2,89,0.0,0.0,17.8,37.4,39600.0,16.37,三亚,18.2528,109.5119,2020,11,21,autumn,,,,,,,
2020-11-22,28.2,23.1,25.3,32.3,26.2,28.4,84,0.3,0.3,22.3,45.0,39599.34,16.15,三亚,18.2528,109.5119,2020,11,22,autumn,,,,,,,
2020-11-23,27.6,23.8,25.3,29.5,26.1,27.4,81,0.5,0.5,24.8,51.1,39596.85,16.57,三亚,18.2528,109.5119,2020,11,23,autumn,,,,,,,
2020-11-24,27.2,23.7,25.1,28.9,25.2,26.6,82,0.1,0.1,26.0,54.4,39595.56,16.34,三亚,18.2528,109.5119,2020,11,24,autumn,,,,,,,
2020-11-25,27.3,23.4,24.9,29.3,25.1,26.6,81,0.2,0.2,24.7,51.5,39595.48,16.59,三亚,18.2528,109.5119,2020,11,25,autumn,,,,,,,
2020-11-26,26.6,23.4,24.7,27.6,24.9,26.1,81,1.0,1.0,28.2,58.0,38927.73,15.61,三亚,18.2528,109.5119,2020,11,26,autumn,,,,,,,
2020-11-27,28.0,22.4,24.5,28.9,22.8,25.3,75,0.0,0.0,25.9,55.1,39598.98,17.93,三亚,18.2528,109.5119,2020,11,27,autumn,,,,,,,
2020-11-28,26.2,21.9,23.6,25.6,21.1,23.2,70,0.3,0.3,26.6,56.2,39600.0,14.63,三亚,18.2528,109.5119,2020,11,28,autumn,,,,,,,
2020-11-29,23.9,20.5,21.8,23.7,19.0,21.0,70,0.0,0.0,26.2,52.6,15602.9,9.19,三亚,18.2528,109.5119,2020,11,29,autumn,,,,,,,
2020-11-30,24.8,20.0,21.8,24.5,18.9,21.0,70,0.0,0.0,24.9,51.8,38939.76,15.67,三亚,18.2528,109.5119,2020,11,30,autumn,,,,,,,
2020-12-01,25.0,20.5,22.2,23.6,19.3,20.9,71,0.0,0.0,31.7,66.2,36096.98,15.43,三亚,18.2528,109.5119,2020,12,1,winter,,,,,,,
2020-12-02,25.8,20.0,22.1,25.7,18.3,21.2,71,0.0,0.0,26.5,52.6,39504.28,17.62,三亚,18.2528,109.5119,2020,12,2,winter,,,,,,,
2020-12-03,24.7,18.4,21.3,24.3,17.1,20.1,66,0.0,0.0,26.0,53.3,39467.62,18.51,三亚,18.2528,109.5119,2020,12,3,winter,,,,,,,
2020-12-04,23.0,17.1,19.3,22.2,14.8,17.5,66,0.0,0.0,21.5,43.2,39430.66,18.08,三亚,18.2528,109.5119,2020,12,4,winter,,,,,,,
2020-12-05,23.6,16.8,19.5,23.6,14.2,17.9,65,0.0,0.0,22.5,44.3,39393.5,18.22,三亚,18.2528,109.5119,2020,12,5,winter,,,,,,,
2020-12-06,25.0,17.9,20.9,26.5,16.3,20.9,69,0.0,0.0,17.4,35.3,32160.96,13.54,三亚,18.2528,109.5119,2020,12,6,winter,,,,,,,
2020-12-07,26.1,19.0,22.0,26.5,19.0,22.1,69,0.0,0.0,17.8,37.1,39318.96,16.77,三亚,18.2528,109.5119,2020,12,7,winter,,,,,,,
2020-12-08,25.2,19.2,21.8,25.0,18.8,21.9,66,0.0,0.0,15.1,33.5,39281.78,14.05,三亚,18.2528,109.5119,2020,12,8,winter,,,,,,,
2020-12-09,25.4,19.0,21.8,26.0,17.7,22.1,65,0.0,0.0,15.4,33.5,33139.64,14.51,三亚,18.2528,109.5119,2020,12,9,winter,,,,,,,
2020-12-10,26.5,20.3,22.8,28.2,22.0,24.4,76,3.0,3.0,16.4,33.1,23819.42,11.31,三亚,18.2528,109.5119,2020,12,10,winter,,,,,,,
2020-12-11,26.1,20.9,23.4,28.2,22.3,25.4,78,0.0,0.0,15.5,33.5,19636.88,9.95,三亚,18.2528,109.5119,2020,12,11,winter,,,,,,,
2020-12-12,26.3,22.2,23.9,28.3,24.1,25.9,82,0.0,0.0,19.8,42.5,37391.04,13.81,三亚,18.2528,109.5119,2020,12,12,winter,,,,,,,
2020-12-13,26.4,22.3,24.1,28.9,24.4,26.4,85,0.0,0.0,20.7,43.9,37409.91,15.61,三亚,18.2528,109.5119,2020,12,13,winter,,,,,,,
2020-12-14,27.0,22.9,24.6,29.3,24.6,26.7,85,0.0,0.0,22.7,47.9,38505.09,15.58,三亚,18.2528,109.5119,2020,12,14,winter,,,,,,,
2020-12-15,25.1,20.9,23.1,24.0,19.9,22.3,75,0.0,0.0,34.8,72.7,37984.6,16.27,三亚,18.2528,109.5119,2020,12,15,winter,,,,,,,
2020-12-16,23.9,19.0,21.0,23.2,17.0,19.5,71,0.0,0.0,27.9,58.7,38809.91,17.01,三亚,18.2528,109.5119,2020,12,16,winter,,,,,,,
2020-12-17,23.8,18.0,20.2,23.2,16.0,19.0,71,0.0,0.0,23.6,50.0,38967.25,16.89,三亚,18.2528,109.5119,2020,12,17,winter,,,,,,,
2020-12-18,24.3,17.8,20.4,24.2,16.8,19.5,70,0.0,0.0,19.5,41.8,36824.18,15.17,三亚,18.2528,109.5119,2020,12,18,winter,,,,,,,
2020-12-19,23.1,17.0,19.2,23.2,15.3,17.9,68,0.0,0.0,21.0,42.5,36000.0,16.96,三亚,18.2528,109.5119,2020,12,19,winter,,,,,,,
2020-12-20,21.9,16.0,18.2,20.7,14.1,16.8,63,0.0,0.0,18.9,40.3,30976.09,14.04,三亚,18.2528,109.5119,2020,12,20,winter,,,,,,,
2020-12-21,21.2,16.3,18.5,21.1,14.5,17.3,60,0.0,0.0,13.2,28.1,15537.74,8.94,三亚,18.2528,109.5119,2020,12,21,winter,,,,,,,
2020-12-22,23.2,17.9,20.2,23.1,16.3,19.6,62,0.0,0.0,12.7,28.8,22336.59,11.1,三亚,18.2528,109.5119,2020,12,22,winter,,,,,,,
2020-12-23,25.8,19.9,22.4,26.5,19.5,23.1,72,0.2,0.2,20.6,44.6,30571.62,12.88,三亚,18.2528,109.5119,2020,12,23,winter,,,,,,,
2020-12-24,25.8,20.6,22.5,27.4,20.9,23.5,74,0.1,0.1,17.3,37.8,35323.95,14.12,三亚,18.2528,109.5119,2020,12,24,winter,,,,,,,
2020-12-25,25.2,19.9,22.0,25.0,19.6,22.3,76,0.1,0.1,22.4,45.7,30584.24,11.91,三亚,18.2528,109.5119,2020,12,25,winter,,,,,,,
2020-12-26,25.9,21.0,22.8,27.1,21.3,23.6,80,0.0,0.0,21.8,46.1,38141.64,16.77,三亚,18.2528,109.5119,2020,12,26,winter,,,,,,,
2020-12-27,26.2,21.4,23.2,27.4,23.2,24.6,81,0.0,0.0,19.8,42.1,38152.96,14.72,三亚,18.2528,109.5119,2020,12,27,winter,,,,,,,
2020-12-28,26.7,20.4,22.9,26.7,21.0,23.3,72,0.0,0.0,22.7,46.1,38656.95,18.1,三亚,18.2528,109.5119,2020,12,28,winter,,,,,,,
2020-12-29,26.9,20.0,23.1,29.7,22.0,25.5,81,0.0,0.0,17.3,36.7,38632.17,17.9,三亚,18.2528,109.5119,2020,12,29,winter,,,,,,,
2020-12-30,23.4,16.2,20.9,24.8,12.6,19.7,67,0.0,0.0,26.8,55.8,38451.54,17.81,三亚,18.2528,109.5119,2020,12,30,winter,,,,,,,
2020-12-31,19.2,13.7,16.1,16.6,9.5,12.6,61,0.0,0.0,26.8,56.5,37924.05,18.45,三亚,18.2528,109.5119,2020,12,31,winter,,,,,,,
2021-01-01,20.3,12.6,15.9,18.5,8.7,12.6,60,0.0,0.0,24.2,51.5,38563.46,18.76,三亚,18.2528,109.5119,2021,1,1,winter,,,,,,,
2021-01-02,21.2,13.4,16.9,19.3,9.5,13.9,60,0.0,0.0,24.6,50.8,38542.69,18.15,三亚,18.2528,109.5119,2021,1,2,winter,,,,,,,
2021-01-03,23.4,17.1,19.9,23.0,15.1,18.9,67,0.0,0.0,17.7,38.2,17079.47,9.41,三亚,18.2528,109.5119,2021,1,3,winter,,,,,,,
2021-01-04,23.9,18.8,20.9,23.1,17.5,20.0,66,0.0,0.0,19.6,40.3,23001.24,10.47,三亚,18.2528,109.5119,2021,1,4,winter,,,,,,,
2021-01-05,24.7,19.3,21.5,24.6,18.8,21.1,73,0.0,0.0,22.5,46.8,30547.37,13.08,三亚,18.2528,109.5119,2021,1,5,winter,,,,,,,
2021-01-06,23.6,19.6,21.3,22.2,17.5,20.0,69,0.0,0.0,28.4,58.7,31030.34,12.62,三亚,18.2528,109.5119,2021,1,6,winter,,,,,,,
2021-01-07,23.6,19.0,21.2,22.7,16.4,20.3,77,0.0,0.0,29.3,59.8,33734.35,12.57,三亚,18.2528,109.5119,2021,1,7,winter,,,,,,,
2021-01-08,19.9,13.1,17.2,17.2,9.2,13.7,66,0.0,0.0,32.1,63.7,35018.21,15.56,三亚,18.2528,109.5119,2021,1,8,winter,,,,,,,
2021-01-09,19.9,12.3,15.3,18.0,8.0,12.1,64,0.0,0.0,24.5,50.0,28275.53,13.23,三亚,18.2528,109.5119,2021,1,9,winter,,,,,,,
2021-01-10,20.8,14.6,17.2,19.0,11.1,14.8,64,0.0,0.0,22.2,46.1,29167.56,12.32,三亚,18.2528,109.5119,2021,1,10,winter,,,,,,,
2021-01-11,19.3,12.4,16.1,17.3,8.5,13.2,60,0.0,0.0,20.3,41.8,29098.69,13.74,三亚,18.2528,109.5119,2021,1,11,winter,,,,,,,
2021-01-12,19.1,11.4,14.6,18.3,7.4,11.7,54,0.0,0.0,19.5,39.6,29860.69,17.5,三亚,18.2528,109.5119,2021,1,12,winter,,,,,,,
2021-01-13,19.3,12.3,15.8,18.1,8.1,13.1,53,0.0,0.0,17.2,36.0,38400.95,19.22,三亚,18.2528,109.5119,2021,1,13,winter,,,,,,,
2021-01-14,22.0,15.2,18.1,22.5,13.3,17.1,63,0.0,0.0,13.2,30.6,38232.19,19.04,三亚,18.2528,109.5119,2021,1,14,winter,,,,,,,
2021-01-15,23.9,16.1,19.5,25.2,15.2,19.6,68,0.0,0.0,11.7,27.4,38229.45,19.0,三亚,18.2528,109.5119,2021,1,15,winter,,,,,,,
2021-01-16,23.7,16.2,19.9,24.2,17.0,20.4,79,0.7,0.7,19.5,41.8,37436.97,14.83,三亚,18.2528,109.5119,2021,1,16,winter,,,,,,,
2021-01-17,24.0,16.9,20.5,22.2,13.2,19.0,69,0.8,0.8,30.1,61.9,37434.15,17.97,三亚,18.2528,109.5119,2021,1,17,winter,,,,,,,
2021-01-18,20.6,13.8,17.2,21.0,11.4,15.4,57,0.0,0.0,18.8,44.3,38382.62,19.47,三亚,18.2528,109.5119,2021,1,18,winter,,,,,,,
2021-01-19,21.6,14.0,17.8,21.5,11.9,16.3,65,0.0,0.0,18.2,39.2,38382.34,19.08,三亚,18.2528,109.5119,2021,1,19,winter,,,,,,,
2021-01-20,24.5,17.3,20.7,26.8,16.9,22.0,76,0.3,0.3,12.8,27.4,36000.0,17.1,三亚,18.2528,109.5119,2021,1,20,winter,,,,,,,
2021-01-21,24.4,17.9,21.2,27.8,19.7,23.8,85,0.1,0.1,11.0,28.1,37416.52,17.34,三亚,18.2528,109.5119,2021,1,21,winter,,,,,,,
2021-01-22,23.9,18.2,21.2,26.3,19.9,23.6,86,0.2,0.2,13.2,29.5,37150.03,17.02,三亚,18.2528,109.5119,2021,1,22,winter,,,,,,,
2021-01-23,23.8,18.1,21.2,26.0,19.8,23.3,85,0.0,0.0,11.3,29.9,37663.95,16.91,三亚,18.2528,109.5119,2021,1,23,winter,,,,,,,
2021-01-24,24.1,18.8,21.3,25.7,20.1,22.6,80,0.0,0.0,16.0,35.6,36822.57,18.6,三亚,18.2528,109.5119,2021,1,24,winter,,,,,,,
2021-01-25,25.1,19.4,21.9,26.0,20.3,23.0,81,0.0,0.0,20.6,43.9,38092.28,18.81,三亚,18.2528,109.5119,2021,1,25,winter,,,,,,,
2021-01-26,25.8,19.5,22.0,26.8,20.0,22.7,78,0.0,0.0,25.4,52.2,37380.25,17.1,三亚,18.2528,109.5119,2021,1,26,winter,,,,,,,
2021-01-27,24.8,18.7,21.5,25.0,18.8,21.7,76,0.0,0.0,26.3,55.1,38293.08,19.78,三亚,18.2528,109.5119,2021,1,27,winter,,,,,,,
2021-01-28,26.0,19.1,22.0,25.9,19.3,21.8,72,0.0,0.0,28.4,58.0,38521.29,19.22,三亚,18.2528,109.5119,2021,1,28,winter,,,,,,,
2021-01-29,24.6,18.0,20.6,23.5,16.7,19.6,71,0.0,0.0,28.2,58.0,38747.18,19.73,三亚,18.2528,109.5119,2021,1,29,winter,,,,,,,
2021-01-30,25.0,17.8,20.9,24.2,17.0,20.0,74,0.0,0.0,27.9,58.3,38716.43,19.11,三亚,18.2528,109.5119,2021,1,30,winter,,,,,,,
2021-01-31,24.0,19.8,21.5,22.8,19.7,20.8,77,0.4,0.4,30.3,62.6,37657.22,17.71,三亚,18.2528,109.5119,2021,1,31,winter,,,,,,,
2021-02-01,25.0,19.1,21.6,25.7,19.2,22.1,77,0.0,0.0,22.4,47.2,38395.28,18.57,三亚,18.2528,109.5119,2021,2,1,winter,,,,,,,
2021-02-02,25.7,18.5,21.7,26.9,19.3,22.5,76,0.0,0.0,23.9,50.0,39127.62,19.84,三亚,18.2528,109.5119,2021,2,2,winter,,,,,,,
2021-02-03,24.9,18.6,21.7,25.2,18.6,21.7,75,0.0,0.0,25.9,54.7,39347.44,19.88,三亚,18.2528,109.5119,2021,2,3,winter,,,,,,,
2021-02-04,25.2,19.9,21.9,25.2,20.4,22.0,76,0.0,0.0,25.6,54.0,38293.14,18.4,三亚,18.2528,109.5119,2021,2,4,winter,,,,,,,
2021-02-05,25.4,18.7,21.6,26.4,18.5,21.8,76,0.0,0.0,23.5,48.2,39569.91,20.16,三亚,18.2528,109.5119,2021,2,5,winter,,,,,,,
2021-02-06,25.3,19.5,21.9,26.5,19.8,22.4,76,0.0,0.0,24.0,50.4,38732.69,19.78,三亚,18.2528,109.5119,2021,2,6,winter,,,,,,,
2021-02-07,25.4,19.9,22.4,26.8,21.1,23.5,79,0.0,0.0,21.6,44.6,37938.61,18.71,三亚,18.2528,109.5119,2021,2,7,winter,,,,,,,
2021-02-08,26.4,21.0,22.8,27.4,22.1,23.7,80,6.3,6.3,23.0,49.3,32723.6,16.46,三亚,18.2528,109.5119,2021,2,8,winter,,,,,,,
2021-02-09,24.2,21.3,22.4,26.7,21.7,23.8,89,10.6,10.6,30.1,61.6,11671.8,7.43,三亚,18.2528,109.5119,2021,2,9,winter,,,,,,,
2021-02-10,22.1,19.3,20.8,26.1,21.2,22.9,85,32.9,32.9,10.8,29.5,10840.83,7.23,三亚,18.2528,109.5119,2021,2,10,winter,,,,,,,
2021-02-11,22.3,16.4,19.6,24.4,15.7,19.8,70,0.2,0.2,13.6,32.8,39861.37,20.71,三亚,18.2528,109.5119,2021,2,11,winter,,,,,,,
2021-02-12,23.4,17.6,20.2,24.0,17.2,20.8,72,0.0,0.0,17.3,39.2,39022.68,19.92,三亚,18.2528,109.5119,2021,2,12,winter,,,,,,,
2021-02-13,23.4,18.9,20.8,24.1,19.7,21.4,73,0.1,0.1,21.2,46.4,38232.51,19.51,三亚,18.2528,109.5119,2021,2,13,winter,,,,,,,
2021-02-14,23.1,17.3,20.9,25.4,18.6,22.3,75,0.1,0.1,11.6,29.2,38804.01,18.64,三亚,18.2528,109.5119,2021,2,14,winter,,,,,,,
2021-02-15,24.0,17.7,21.0,25.9,19.2,22.5,79,0.0,0.0,15.1,35.3,40658.46,21.79,三亚,18.2528,109.5119,2021,2,15,winter,,,,,,,
2021-02-16,23.9,18.7,21.1,25.4,19.3,22.1,79,0.0,0.0,16.4,38.5,39124.33,18.01,三亚,18.2528,109.5119,2021,2,16,winter,,,,,,,
2021-02-17,25.6,18.3,21.4,27.8,19.7,22.6,78,1.3,1.3,16.7,36.7,39194.42,19.14,三亚,18.2528,109.5119,2021,2,17,winter,,,,,,,
2021-02-18,25.4,19.0,21.2,24.7,17.8,19.9,71,0.0,0.0,31.5,64.1,40703.02,20.99,三亚,18.2528,109.5119,2021,2,18,winter,,,,,,,
2021-02-19,24.6,17.8,20.6,23.7,16.2,19.0,67,0.0,0.0,28.2,57.2,40968.83,22.18,三亚,18.2528,109.5119,2021,2,19,winter,,,,,,,
2021-02-20,23.8,17.3,20.3,24.6,17.2,20.1,69,0.0,0.0,22.5,48.2,40987.84,22.19,三亚,18.2528,109.5119,2021,2,20,winter,,,,,,,
2021-02-21,24.3,17.2,20.6,25.5,17.8,21.5,75,0.0,0.0,14.7,35.3,41255.79,21.98,三亚,18.2528,109.5119,2021,2,21,winter,,,,,,,
2021-02-22,24.5,17.8,21.0,26.4,18.6,22.3,78,0.0,0.0,15.3,35.6,41277.43,21.59,三亚,18.2528,109.5119,2021,2,22,winter,,,,,,,
2021-02-23,25.1,18.4,21.4,27.3,19.9,23.2,78,0.0,0.0,16.4,38.2,41300.48,22.03,三亚,18.2528,109.5119,2021,2,23,winter,,,,,,,
