time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,relative_humidity_2m_mean,precipitation_sum,rain_sum,wind_speed_10m_max,wind_gusts_10m_max,sunshine_duration,shortwave_radiation_sum,city,lat,lon,year,month,day,season,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,dust
2016-01-01,25.2,18.3,21.1,24.6,17.1,20.1,71,0.0,0.0,23.8,40.3,37388.24,15.36,三亚,18.2528,109.5119,2016,1,1,winter,,,,,,,
2016-01-02,26.0,18.9,22.0,28.0,18.6,22.9,75,0.1,0.1,17.3,29.2,35247.64,13.55,三亚,18.2528,109.5119,2016,1,2,winter,,,,,,,
2016-01-03,25.0,20.1,22.5,28.2,22.1,25.1,84,2.7,2.7,10.5,16.6,29913.62,9.32,三亚,18.2528,109.5119,2016,1,3,winter,,,,,,,
2016-01-04,25.5,21.3,23.0,29.5,24.1,26.3,90,1.9,1.9,11.0,20.5,12341.21,7.23,三亚,18.2528,109.5119,2016,1,4,winter,,,,,,,
2016-01-05,26.9,21.9,23.9,30.7,26.0,28.0,90,0.0,0.0,11.7,21.6,34748.32,12.62,三亚,18.2528,109.5119,2016,1,5,winter,,,,,,,
2016-01-06,27.1,19.7,23.3,30.4,22.0,26.0,87,0.0,0.0,19.1,29.9,36356.5,15.39,三亚,18.2528,109.5119,2016,1,6,winter,,,,,,,
2016-01-07,25.7,21.1,22.9,26.2,21.7,23.5,80,0.0,0.0,22.8,41.0,36629.31,15.84,三亚,18.2528,109.5119,2016,1,7,winter,,,,,,,
2016-01-08,25.3,21.0,22.7,25.9,21.8,23.2,80,0.0,0.0,23.1,38.5,37167.02,15.15,三亚,18.2528,109.5119,2016,1,8,winter,,,,,,,
2016-01-09,25.0,21.3,23.0,24.4,21.4,23.0,77,0.8,0.8,26.5,45.7,33760.09,13.2,三亚,18.2528,109.5119,2016,1,9,winter,,,,,,,
2016-01-10,25.0,22.4,23.4,27.7,23.4,25.5,84,3.3,3.3,18.9,31.0,33820.84,10.7,三亚,18.2528,109.5119,2016,1,10,winter,,,,,,,
2016-01-11,26.4,21.1,23.4,30.5,22.9,27.1,90,1.1,1.1,18.7,31.0,35597.28,12.34,三亚,18.2528,109.5119,2016,1,11,winter,,,,,,,
2016-01-12,25.2,20.3,22.2,25.9,21.0,22.6,79,0.3,0.3,23.7,38.5,33585.84,11.85,三亚,18.2528,109.5119,2016,1,12,winter,,,,,,,
2016-01-13,23.5,20.6,21.6,22.9,19.8,21.0,82,4.4,4.4,27.6,46.1,24085.83,8.7,三亚,18.2528,109.5119,2016,1,13,winter,,,,,,,
2016-01-14,23.7,20.4,22.0,24.0,19.9,22.0,83,2.0,2.0,27.2,48.6,20302.75,8.1,三亚,18.2528,109.5119,2016,1,14,winter,,,,,,,
2016-01-15,25.1,22.4,23.4,28.7,24.3,26.8,89,5.0,5.0,16.2,29.2,22400.94,7.99,三亚,18.2528,109.5119,2016,1,15,winter,,,,,,,
2016-01-16,24.7,22.1,23.2,28.8,25.9,27.3,95,11.2,11.2,14.4,29.9,19689.26,7.61,三亚,18.2528,109.5119,2016,1,16,winter,,,,,,,
2016-01-17,26.5,22.0,24.3,30.8,23.0,28.3,90,2.4,2.4,18.5,34.6,35852.58,12.36,三亚,18.2528,109.5119,2016,1,17,winter,,,,,,,
2016-01-18,22.8,20.7,21.4,22.5,20.5,21.4,81,0.6,0.6,25.3,41.8,6236.19,5.71,三亚,18.2528,109.5119,2016,1,18,winter,,,,,,,
2016-01-19,23.9,20.4,21.8,25.4,19.8,22.1,83,6.1,6.1,22.8,40.0,2993.99,6.08,三亚,18.2528,109.5119,2016,1,19,winter,,,,,,,
2016-01-20,25.2,21.7,23.2,30.2,23.0,26.8,94,14.5,14.5,20.5,40.7,23657.3,7.83,三亚,18.2528,109.5119,2016,1,20,winter,,,,,,,
2016-01-21,26.9,21.5,23.9,31.6,24.9,28.3,92,0.0,0.0,9.1,18.7,34534.37,14.46,三亚,18.2528,109.5119,2016,1,21,winter,,,,,,,
2016-01-22,26.5,21.4,23.8,31.1,24.6,28.0,92,0.8,0.8,10.8,18.0,35332.14,12.28,三亚,18.2528,109.5119,2016,1,22,winter,,,,,,,
2016-01-23,23.2,13.3,17.3,26.3,8.6,14.9,80,5.3,5.3,31.8,53.3,571.79,4.63,三亚,18.2528,109.5119,2016,1,23,winter,,,,,,,
2016-01-24,13.1,10.4,11.6,8.5,4.7,6.2,72,0.7,0.7,37.1,64.8,0.0,3.21,三亚,18.2528,109.5119,2016,1,24,winter,,,,,,,
2016-01-25,14.2,9.1,11.7,10.8,4.2,7.5,72,0.2,0.2,29.2,54.0,27431.72,9.64,三亚,18.2528,109.5119,2016,1,25,winter,,,,,,,
2016-01-26,19.6,11.8,15.2,18.7,8.2,13.1,71,1.3,1.3,19.8,32.4,26275.61,10.41,三亚,18.2528,109.5119,2016,1,26,winter,,,,,,,
2016-01-27,21.2,15.1,18.0,23.4,13.6,18.5,80,7.5,7.5,12.9,21.6,10880.44,7.89,三亚,18.2528,109.5119,2016,1,27,winter,,,,,,,
2016-01-28,22.0,18.7,20.5,25.5,20.2,23.1,93,21.6,21.6,8.2,43.2,95.08,4.11,三亚,18.2528,109.5119,2016,1,28,winter,,,,,,,
2016-01-29,24.4,20.5,22.3,28.1,23.9,25.6,92,0.5,0.5,12.3,22.3,13682.85,8.56,三亚,18.2528,109.5119,2016,1,29,winter,,,,,,,
2016-01-30,23.7,20.7,21.7,25.3,21.8,23.3,90,6.7,6.7,22.1,34.6,15872.21,7.16,三亚,18.2528,109.5119,2016,1,30,winter,,,,,,,
2016-01-31,24.6,20.9,22.7,27.2,22.0,24.7,91,0.4,0.4,23.0,36.7,33664.27,10.68,三亚,18.2528,109.5119,2016,1,31,winter,,,,,,,
2016-02-01,23.6,17.5,21.6,26.2,14.7,22.7,86,0.4,0.4,26.2,40.7,31970.84,12.12,三亚,18.2528,109.5119,2016,2,1,winter,,,,,,,
2016-02-02,19.5,15.9,17.2,19.1,13.7,15.4,73,0.0,0.0,26.0,40.7,26681.77,11.56,三亚,18.2528,109.5119,2016,2,2,winter,,,,,,,
2016-02-03,21.0,15.6,18.2,20.9,13.5,17.1,76,0.0,0.0,18.7,29.5,21335.9,10.99,三亚,18.2528,109.5119,2016,2,3,winter,,,,,,,
2016-02-04,24.2,18.3,20.7,25.0,17.5,20.3,78,0.0,0.0,21.9,37.1,36280.97,17.21,三亚,18.2528,109.5119,2016,2,4,winter,,,,,,,
2016-02-05,22.9,16.8,19.5,24.6,15.1,19.2,77,1.9,1.9,23.5,37.1,33732.54,16.81,三亚,18.2528,109.5119,2016,2,5,winter,,,,,,,
2016-02-06,20.1,14.6,16.9,18.8,9.2,13.9,61,0.0,0.0,28.0,44.3,38760.9,19.76,三亚,18.2528,109.5119,2016,2,6,winter,,,,,,,
2016-02-07,19.4,13.3,15.8,18.0,8.9,12.3,51,0.0,0.0,25.7,42.5,40076.63,21.3,三亚,18.2528,109.5119,2016,2,7,winter,,,,,,,
2016-02-08,21.1,12.2,16.7,19.9,9.1,14.2,58,0.0,0.0,22.1,39.2,38203.3,19.81,三亚,18.2528,109.5119,2016,2,8,winter,,,,,,,
2016-02-09,23.1,15.5,19.2,24.3,14.0,18.6,70,0.0,0.0,17.6,29.9,39162.16,19.28,三亚,18.2528,109.5119,2016,2,9,winter,,,,,,,
2016-02-10,24.0,16.9,20.2,27.2,17.2,21.6,84,0.0,0.0,13.2,22.7,39125.09,19.21,三亚,18.2528,109.5119,2016,2,10,winter,,,,,,,
2016-02-11,25.4,16.7,21.1,29.3,18.0,23.7,91,0.0,0.0,9.4,22.7,33324.03,15.71,三亚,18.2528,109.5119,2016,2,11,winter,,,,,,,
2016-02-12,25.7,20.4,23.2,28.8,23.4,26.6,93,2.3,2.3,14.7,31.0,33540.62,15.24,三亚,18.2528,109.5119,2016,2,12,winter,,,,,,,
2016-02-13,26.6,19.5,23.3,31.5,22.7,27.2,92,0.6,0.6,13.1,25.2,38260.19,19.17,三亚,18.2528,109.5119,2016,2,13,winter,,,,,,,
2016-02-14,26.7,19.4,22.8,31.9,22.6,26.8,92,0.0,0.0,8.8,17.6,35755.05,18.58,三亚,18.2528,109.5119,2016,2,14,winter,,,,,,,
2016-02-15,23.1,18.0,21.0,24.9,16.1,20.9,78,0.0,0.0,27.0,45.4,37349.69,18.82,三亚,18.2528,109.5119,2016,2,15,winter,,,,,,,
2016-02-16,21.3,16.2,18.6,22.3,14.0,17.7,73,0.0,0.0,19.6,32.4,12704.86,9.31,三亚,18.2528,109.5119,2016,2,16,winter,,,,,,,
2016-02-17,22.4,17.1,19.6,23.4,16.0,19.7,76,0.0,0.0,16.1,28.1,26659.82,12.52,三亚,18.2528,109.5119,2016,2,17,winter,,,,,,,
2016-02-18,24.1,18.4,20.9,26.5,18.0,21.7,78,0.0,0.0,15.8,26.6,38579.64,17.78,三亚,18.2528,109.5119,2016,2,18,winter,,,,,,,
2016-02-19,24.0,18.0,21.1,26.3,18.8,22.8,85,0.0,0.0,13.8,28.1,36055.86,15.02,三亚,18.2528,109.5119,2016,2,19,winter,,,,,,,
2016-02-20,21.3,18.5,19.9,23.6,17.0,19.4,78,0.0,0.0,21.7,39.2,14886.51,7.11,三亚,18.2528,109.5119,2016,2,20,winter,,,,,,,
2016-02-21,23.7,17.4,20.4,24.9,16.5,20.8,78,0.0,0.0,15.7,33.1,35676.6,14.82,三亚,18.2528,109.5119,2016,2,21,winter,,,,,,,
2016-02-22,25.3,19.1,22.1,28.3,20.9,24.6,89,0.0,0.0,12.0,23.8,37937.2,16.91,三亚,18.2528,109.5119,2016,2,22,winter,,,,,,,
2016-02-23,25.0,19.6,22.1,26.8,21.8,24.1,89,0.0,0.0,18.7,32.0,36071.11,14.07,三亚,18.2528,109.5119,2016,2,23,winter,,,,,,,
2016-02-24,22.3,17.9,20.2,21.9,15.5,19.0,75,0.0,0.0,25.5,48.2,33364.3,14.83,三亚,18.2528,109.5119,2016,2,24,winter,,,,,,,
2016-02-25,23.2,16.3,19.2,22.5,14.3,17.5,73,0.0,0.0,26.9,46.8,38575.68,18.75,三亚,18.2528,109.5119,2016,2,25,winter,,,,,,,
2016-02-26,23.5,16.7,19.4,24.5,14.3,18.4,72,0.0,0.0,24.7,40.0,36121.43,16.16,三亚,18.2528,109.5119,2016,2,26,winter,,,,,,,
2016-02-27,22.7,16.0,19.1,25.3,15.4,19.4,75,0.0,0.0,15.1,26.3,38536.93,17.72,三亚,18.2528,109.5119,2016,2,27,winter,,,,,,,
2016-02-28,23.1,18.4,20.1,24.4,18.4,20.4,76,0.1,0.1,13.6,27.0,25175.33,12.92,三亚,18.2528,109.5119,2016,2,28,winter,,,,,,,
2016-02-29,24.4,16.8,20.2,25.1,16.1,19.9,64,0.0,0.0,14.1,22.3,41951.06,22.91,三亚,18.2528,109.5119,2016,2,29,winter,,,,,,,
2016-03-01,23.2,17.0,20.1,23.2,16.0,19.4,74,0.0,0.0,22.7,40.7,39991.68,16.31,三亚,18.2528,109.5119,2016,3,1,spring,,,,,,,
2016-03-02,23.8,19.6,21.2,23.7,19.3,21.0,79,0.0,0.0,23.2,40.7,38846.15,16.66,三亚,18.2528,109.5119,2016,3,2,spring,,,,,,,
2016-03-03,24.6,18.9,21.2,26.5,19.0,21.7,77,0.0,0.0,16.7,30.2,42135.53,21.72,三亚,18.2528,109.5119,2016,3,3,spring,,,,,,,
2016-03-04,24.9,18.5,21.2,27.4,19.2,22.4,81,0.0,0.0,14.8,28.1,42197.57,22.22,三亚,18.2528,109.5119,2016,3,4,spring,,,,,,,
2016-03-05,25.7,18.5,21.6,28.9,19.9,23.6,86,0.0,0.0,13.7,25.2,38245.07,21.88,三亚,18.2528,109.5119,2016,3,5,spring,,,,,,,
2016-03-06,26.2,18.9,22.0,30.5,21.1,24.7,85,0.0,0.0,13.2,24.5,42322.16,21.72,三亚,18.2528,109.5119,2016,3,6,spring,,,,,,,
2016-03-07,25.9,19.2,22.3,30.0,21.9,25.1,87,0.0,0.0,12.7,24.1,40567.0,21.78,三亚,18.2528,109.5119,2016,3,7,spring,,,,,,,
2016-03-08,26.9,20.9,23.5,31.6,23.8,26.9,87,0.0,0.0,11.6,22.3,40331.62,22.07,三亚,18.2528,109.5119,2016,3,8,spring,,,,,,,
2016-03-09,28.0,21.2,24.2,33.2,25.0,28.3,88,0.0,0.0,10.0,19.8,39784.8,21.18,三亚,18.2528,109.5119,2016,3,9,spring,,,,,,,
2016-03-10,28.2,19.7,24.0,33.3,17.4,26.8,85,1.4,1.4,26.6,38.5,35032.49,16.91,三亚,18.2528,109.5119,2016,3,10,spring,,,,,,,
2016-03-11,20.7,17.5,19.0,19.8,15.3,17.7,74,1.6,1.6,27.8,44.3,272.62,6.97,三亚,18.2528,109.5119,2016,3,11,spring,,,,,,,
2016-03-12,25.6,18.4,21.4,28.8,17.3,22.6,78,0.0,0.0,17.9,28.8,29567.8,15.7,三亚,18.2528,109.5119,2016,3,12,spring,,,,,,,
2016-03-13,26.2,20.5,23.5,30.1,23.3,27.2,90,0.5,0.5,11.9,23.8,31695.81,13.68,三亚,18.2528,109.5119,2016,3,13,spring,,,,,,,
2016-03-14,23.1,20.8,22.0,27.4,21.4,23.6,83,0.7,0.7,15.7,24.5,1103.3,5.86,三亚,18.2528,109.5119,2016,3,14,spring,,,,,,,
2016-03-15,25.1,20.1,22.2,28.1,20.7,23.7,81,0.0,0.0,15.3,26.3,37155.25,15.6,三亚,18.2528,109.5119,2016,3,15,spring,,,,,,,
2016-03-16,26.5,20.0,23.2,30.9,22.5,26.6,89,0.0,0.0,10.5,19.4,38732.84,16.39,三亚,18.2528,109.5119,2016,3,16,spring,,,,,,,
2016-03-17,27.6,22.9,24.7,32.8,26.9,28.9,89,0.0,0.0,12.5,26.3,37476.37,20.58,三亚,18.2528,109.5119,2016,3,17,spring,,,,,,,
2016-03-18,28.0,22.8,25.0,33.8,27.1,29.4,87,0.0,0.0,11.1,22.3,39180.93,23.0,三亚,18.2528,109.5119,2016,3,18,spring,,,,,,,
2016-03-19,27.9,22.5,24.8,33.1,26.0,28.9,87,0.0,0.0,13.6,24.5,42538.29,23.12,三亚,18.2528,109.5119,2016,3,19,spring,,,,,,,
2016-03-20,27.6,23.2,24.9,32.1,26.9,28.7,87,0.0,0.0,15.0,27.7,35351.71,19.71,三亚,18.2528,109.5119,2016,3,20,spring,,,,,,,
2016-03-21,28.0,23.2,25.3,32.4,26.7,28.9,86,0.0,0.0,15.9,27.7,41474.22,21.16,三亚,18.2528,109.5119,2016,3,21,spring,,,,,,,
2016-03-22,27.5,23.7,25.1,31.6,27.4,28.7,87,0.3,0.3,18.1,29.9,33486.74,18.25,三亚,18.2528,109.5119,2016,3,22,spring,,,,,,,
2016-03-23,28.2,23.7,25.5,33.9,27.7,29.7,86,0.0,0.0,14.6,25.9,40911.52,21.66,三亚,18.2528,109.5119,2016,3,23,spring,,,,,,,
2016-03-24,26.8,22.1,24.4,30.5,21.1,27.0,85,2.6,2.6,26.8,39.2,29362.77,13.0,三亚,18.2528,109.5119,2016,3,24,spring,,,,,,,
2016-03-25,21.7,18.0,20.2,20.5,17.1,19.1,74,0.1,0.1,29.1,46.4,10037.83,8.67,三亚,18.2528,109.5119,2016,3,25,spring,,,,,,,
2016-03-26,24.2,17.0,20.0,25.0,15.3,18.8,68,0.0,0.0,22.0,38.2,32187.87,19.47,三亚,18.2528,109.5119,2016,3,26,spring,,,,,,,
2016-03-27,23.8,19.1,21.0,22.3,17.5,19.0,61,0.0,0.0,24.7,40.3,36802.73,18.39,三亚,18.2528,109.5119,2016,3,27,spring,,,,,,,
2016-03-28,24.3,19.1,21.2,24.4,17.7,19.9,63,0.0,0.0,22.6,37.8,42653.45,21.01,三亚,18.2528,109.5119,2016,3,28,spring,,,,,,,
2016-03-29,26.3,19.5,22.5,28.3,19.0,22.8,68,0.0,0.0,18.8,30.6,42666.04,23.3,三亚,18.2528,109.5119,2016,3,29,spring,,,,,,,
2016-03-30,26.5,20.2,23.1,30.3,21.8,25.5,83,0.0,0.0,13.3,27.4,42678.72,20.58,三亚,18.2528,109.5119,2016,3,30,spring,,,,,,,
2016-03-31,27.7,21.1,23.9,32.1,23.8,27.2,85,0.0,0.0,10.7,19.8,40842.91,21.32,三亚,18.2528,109.5119,2016,3,31,spring,,,,,,,
2016-04-01,27.6,20.6,24.0,32.3,24.0,27.6,87,0.1,0.1,14.3,25.2,36520.4,20.59,三亚,18.2528,109.5119,2016,4,1,spring,,,,,,,
2016-04-02,28.4,23.1,25.3,33.2,26.9,29.3,84,0.0,0.0,12.5,24.5,42413.4,22.79,三亚,18.2528,109.5119,2016,4,2,spring,,,,,,,
2016-04-03,28.8,24.0,25.9,34.0,28.0,30.2,86,0.1,0.1,13.9,25.9,37938.44,21.39,三亚,18.2528,109.5119,2016,4,3,spring,,,,,,,
2016-04-04,28.5,24.1,25.8,33.1,28.9,30.2,88,0.0,0.0,15.0,27.4,34232.1,18.43,三亚,18.2528,109.5119,2016,4,4,spring,,,,,,,
2016-04-05,29.0,23.9,26.1,33.9,28.4,30.4,86,0.0,0.0,17.5,31.3,41729.43,22.75,三亚,18.2528,109.5119,2016,4,5,spring,,,,,,,
2016-04-06,28.9,24.6,26.2,33.5,28.9,30.3,85,0.0,0.0,17.4,31.0,42091.46,22.96,三亚,18.2528,109.5119,2016,4,6,spring,,,,,,,
2016-04-07,29.1,24.1,26.2,34.4,28.9,30.6,85,0.0,0.0,15.5,28.1,41640.92,24.27,三亚,18.2528,109.5119,2016,4,7,spring,,,,,,,
2016-04-08,29.3,24.5,26.3,34.9,29.2,31.0,86,0.1,0.1,13.5,25.2,41599.3,21.38,三亚,18.2528,109.5119,2016,4,8,spring,,,,,,,
2016-04-09,29.3,24.6,26.5,35.2,29.3,31.1,86,0.0,0.0,12.7,24.8,42725.61,22.14,三亚,18.2528,109.5119,2016,4,9,spring,,,,,,,
2016-04-10,29.6,24.8,26.7,35.5,29.3,31.5,86,0.0,0.0,14.7,27.7,42827.05,24.17,三亚,18.2528,109.5119,2016,4,10,spring,,,,,,,
2016-04-11,30.4,24.4,27.1,37.4,29.3,32.3,85,0.3,0.3,13.4,26.3,42840.89,24.43,三亚,18.2528,109.5119,2016,4,11,spring,,,,,,,
2016-04-12,29.8,25.4,27.1,35.5,30.8,32.1,88,0.0,0.0,19.7,35.3,39452.95,21.99,三亚,18.2528,109.5119,2016,4,12,spring,,,,,,,
2016-04-13,31.9,24.4,27.8,39.2,29.6,33.6,85,0.0,0.0,11.7,23.4,42868.91,25.52,三亚,18.2528,109.5119,2016,4,13,spring,,,,,,,
2016-04-14,31.6,24.7,27.9,39.0,30.2,33.9,86,0.0,0.0,13.0,22.3,43188.79,25.58,三亚,18.2528,109.5119,2016,4,14,spring,,,,,,,
2016-04-15,30.8,25.4,27.6,37.5,31.0,33.3,87,0.0,0.0,13.8,25.9,42937.19,25.15,三亚,18.2528,109.5119,2016,4,15,spring,,,,,,,
2016-04-16,31.0,25.6,27.6,37.6,31.0,33.1,86,0.0,0.0,14.6,25.6,42287.75,24.86,三亚,18.2528,109.5119,2016,4,16,spring,,,,,,,
2016-04-17,30.4,25.5,27.3,36.6,30.9,32.6,86,0.0,0.0,16.3,29.2,42926.96,25.14,三亚,18.2528,109.5119,2016,4,17,spring,,,,,,,
2016-04-18,31.0,24.6,27.5,37.1,29.7,32.5,83,1.6,1.6,13.4,24.5,37587.91,20.8,三亚,18.2528,109.5119,2016,4,18,spring,,,,,,,
2016-04-19,29.2,25.1,27.0,35.1,29.2,31.7,85,0.5,0.5,14.2,29.5,39410.51,20.95,三亚,18.2528,109.5119,2016,4,19,spring,,,,,,,
2016-04-20,30.0,25.1,27.1,36.5,29.8,32.2,86,0.0,0.0,13.4,25.2,39600.0,21.5,三亚,18.2528,109.5119,2016,4,20,spring,,,,,,,
2016-04-21,30.1,25.5,27.4,36.4,30.8,32.8,85,0.0,0.0,13.0,26.3,42988.86,23.27,三亚,18.2528,109.5119,2016,4,21,spring,,,,,,,
2016-04-22,30.2,24.8,27.3,36.3,30.0,32.3,85,0.0,0.0,16.9,29.9,43005.09,24.3,三亚,18.2528,109.5119,2016,4,22,spring,,,,,,,
2016-04-23,30.1,26.2,27.3,36.4,30.0,32.1,88,2.5,2.5,24.0,34.9,40863.1,20.19,三亚,18.2528,109.5119,2016,4,23,spring,,,,,,,
2016-04-24,30.9,25.9,27.9,38.5,31.5,33.9,86,0.1,0.1,14.3,30.2,43152.09,23.73,三亚,18.2528,109.5119,2016,4,24,spring,,,,,,,
2016-04-25,30.8,26.2,27.9,38.0,32.1,33.8,86,0.0,0.0,13.1,24.5,43152.66,24.39,三亚,18.2528,109.5119,2016,4,25,spring,,,,,,,
2016-04-26,31.0,26.2,28.0,37.5,31.8,33.6,85,0.0,0.0,14.9,27.0,43153.77,24.52,三亚,18.2528,109.5119,2016,4,26,spring,,,,,,,
2016-04-27,30.3,26.0,27.8,36.9,32.6,33.9,89,2.1,2.1,14.8,24.8,43091.17,18.74,三亚,18.2528,109.5119,2016,4,27,spring,,,,,,,
2016-04-28,30.6,26.3,28.1,39.3,32.6,34.7,89,2.5,2.5,11.5,22.0,39970.21,20.85,三亚,18.2528,109.5119,2016,4,28,spring,,,,,,,
2016-04-29,29.5,26.3,27.4,35.6,31.9,33.2,88,4.0,4.0,12.3,24.8,41418.38,17.43,三亚,18.2528,109.5119,2016,4,29,spring,,,,,,,
2016-04-30,29.3,25.5,27.1,35.0,30.6,32.4,86,4.1,4.1,17.0,28.8,43146.12,20.22,三亚,18.2528,109.5119,2016,4,30,spring,,,,,,,
2016-05-01,30.3,25.2,27.6,36.3,30.5,33.0,85,0.3,0.3,15.0,30.6,43918.88,23.77,三亚,18.2528,109.5119,2016,5,1,spring,,,,,,,
2016-05-02,30.3,26.7,28.2,37.7,31.7,33.9,88,1.1,1.1,16.8,32.0,44175.31,21.64,三亚,18.2528,109.5119,2016,5,2,spring,,,,,,,
2016-05-03,31.0,27.1,28.6,38.4,33.1,34.8,88,0.5,0.5,14.0,24.8,43200.0,22.37,三亚,18.2528,109.5119,2016,5,3,spring,,,,,,,
2016-05-04,31.0,26.9,28.6,37.7,32.1,34.2,84,0.9,0.9,15.3,27.4,43663.82,23.43,三亚,18.2528,109.5119,2016,5,4,spring,,,,,,,
2016-05-05,30.6,27.1,28.7,37.0,32.4,34.3,86,1.6,1.6,18.6,34.2,44154.98,22.17,三亚,18.2528,109.5119,2016,5,5,spring,,,,,,,
2016-05-06,31.5,27.3,28.9,38.4,33.3,34.9,85,0.0,0.0,15.9,30.2,45152.49,24.69,三亚,18.2528,109.5119,2016,5,6,spring,,,,,,,
2016-05-07,31.4,27.2,28.8,37.6,32.5,34.1,83,0.0,0.0,17.0,31.7,43880.27,24.72,三亚,18.2528,109.5119,2016,5,7,spring,,,,,,,
2016-05-08,31.7,27.2,29.1,37.7,32.2,34.3,81,0.0,0.0,16.3,29.9,44122.48,24.12,三亚,18.2528,109.5119,2016,5,8,spring,,,,,,,
2016-05-09,31.8,27.6,29.2,38.4,32.8,34.7,83,1.0,1.0,17.0,32.8,44365.91,23.89,三亚,18.2528,109.5119,2016,5,9,spring,,,,,,,
2016-05-10,32.4,27.7,29.5,39.6,33.6,35.8,84,0.0,0.0,15.8,28.8,44610.61,23.72,三亚,18.2528,109.5119,2016,5,10,spring,,,,,,,
2016-05-11,31.3,26.8,28.8,40.1,33.1,35.7,86,4.0,4.0,11.3,22.3,44353.37,20.67,三亚,18.2528,109.5119,2016,5,11,spring,,,,,,,
2016-05-12,31.0,26.9,28.5,38.4,32.7,34.6,87,5.4,5.4,15.9,30.2,41000.11,21.25,三亚,18.2528,109.5119,2016,5,12,spring,,,,,,,
2016-05-13,30.7,26.9,28.0,37.5,31.8,33.6,87,3.1,3.1,14.3,27.0,16730.93,14.94,三亚,18.2528,109.5119,2016,5,13,spring,,,,,,,
2016-05-14,30.2,26.2,28.1,35.4,31.0,32.9,82,0.7,0.7,16.7,28.4,44836.17,20.66,三亚,18.2528,109.5119,2016,5,14,spring,,,,,,,
2016-05-15,31.8,25.7,28.2,39.2,31.1,33.9,82,2.8,2.8,11.6,22.3,44573.87,23.58,三亚,18.2528,109.5119,2016,5,15,spring,,,,,,,
2016-05-16,30.6,25.8,27.1,37.3,30.2,32.3,83,7.4,7.4,11.2,24.1,44569.14,19.12,三亚,18.2528,109.5119,2016,5,16,spring,,,,,,,
2016-05-17,29.3,25.5,27.1,35.7,29.3,31.6,81,0.7,0.7,13.0,23.8,43200.0,21.24,三亚,18.2528,109.5119,2016,5,17,spring,,,,,,,
2016-05-18,30.3,26.0,28.0,37.3,30.9,33.4,83,0.3,0.3,11.9,22.3,45842.88,22.49,三亚,18.2528,109.5119,2016,5,18,spring,,,,,,,
2016-05-19,30.8,26.6,28.3,38.7,32.4,34.4,85,1.3,1.3,12.6,26.3,44812.17,22.77,三亚,18.2528,109.5119,2016,5,19,spring,,,,,,,
2016-05-20,30.1,26.9,28.4,36.2,32.7,34.6,89,4.9,4.9,14.8,29.5,19423.31,14.18,三亚,18.2528,109.5119,2016,5,20,spring,,,,,,,
2016-05-21,30.9,26.9,27.9,37.6,32.3,34.3,90,9.5,9.5,16.6,31.0,18008.81,13.19,三亚,18.2528,109.5119,2016,5,21,spring,,,,,,,
2016-05-22,30.7,25.9,27.8,37.7,31.7,34.2,87,3.9,3.9,12.5,25.9,38646.92,20.18,三亚,18.2528,109.5119,2016,5,22,spring,,,,,,,
2016-05-23,29.5,26.2,27.7,35.9,32.2,33.8,87,3.1,3.1,10.2,16.2,20487.98,14.49,三亚,18.2528,109.5119,2016,5,23,spring,,,,,,,
2016-05-24,30.3,26.1,27.7,37.0,31.5,33.4,88,7.6,7.6,15.3,25.6,39585.45,18.49,三亚,18.2528,109.5119,2016,5,24,spring,,,,,,,
2016-05-25,30.3,26.2,27.7,37.1,31.7,33.5,89,10.7,10.7,13.1,21.2,41509.69,19.14,三亚,18.2528,109.5119,2016,5,25,spring,,,,,,,
2016-05-26,30.9,26.3,28.0,39.8,32.2,34.4,88,9.4,9.4,10.5,20.9,38484.74,20.36,三亚,18.2528,109.5119,2016,5,26,spring,,,,,,,
2016-05-27,29.3,26.2,27.8,36.1,32.8,34.4,90,8.6,8.6,9.4,29.9,2687.82,9.93,三亚,18.2528,109.5119,2016,5,27,spring,,,,,,,
2016-05-28,30.7,27.0,28.8,37.5,34.0,35.6,87,8.4,8.4,9.2,23.4,13161.56,13.19,三亚,18.2528,109.5119,2016,5,28,spring,,,,,,,
2016-05-29,30.8,26.8,28.8,36.5,33.0,35.1,86,2.5,2.5,14.2,24.5,40487.13,17.09,三亚,18.2528,109.5119,2016,5,29,spring,,,,,,,
2016-05-30,31.1,26.9,28.6,38.1,32.5,34.9,89,7.0,7.0,15.4,27.4,44147.8,21.23,三亚,18.2528,109.5119,2016,5,30,spring,,,,,,,
2016-05-31,31.3,27.5,29.1,38.8,33.4,35.2,85,3.9,3.9,17.1,28.8,45580.18,22.69,三亚,18.2528,109.5119,2016,5,31,spring,,,,,,,
2016-06-01,31.7,27.6,29.5,39.2,33.5,35.9,84,0.7,0.7,14.5,28.4,46104.41,24.72,三亚,18.2528,109.5119,2016,6,1,summer,,,,,,,
2016-06-02,32.2,27.5,29.7,38.8,34.0,36.3,84,0.0,0.0,17.1,31.3,45584.0,25.44,三亚,18.2528,109.5119,2016,6,2,summer,,,,,,,
2016-06-03,32.8,27.8,30.0,39.7,33.9,36.6,82,0.1,0.1,16.7,33.5,46279.29,26.3,三亚,18.2528,109.5119,2016,6,3,summer,,,,,,,
